"","Gene.Symbol","Ensembl.id","Ensembl.id.version","Entrez.GeneId","Name","Tier","Genome.Location","Hallmark","Chr.Band","Somatic","Germline","Tumour.Types.Somatic.","Tumour.Types.Germline.","Cancer.Syndrome","Tissue.Type","Molecular.Genetics","Role.in.Cancer","Mutation.Types","Translocation.Partner","Other.Germline.Mut","Other.Syndrome","COSMIC.ID","cosmic.gene.name","Synonyms"
"469","NT5C2","ENSG00000076685.18","ENSG00000076685",22978,"5'-nucleotidase, cytosolic II",1,"10:103088018-103193306","Yes",24.33,"yes","","relapse ALL","","","L","Dom","oncogene","Mis","","yes  ","Spastic paraplegia-45","COSG219261","NT5C2","22978,ENSG00000076685.18,GMP,NT5B,NT5C2,P49902,PNT5,SPG65,cN-II"
"470","NTHL1","ENSG00000065057.7","ENSG00000065057",4913,"nth like DNA glycosylase 1",2,"16:2039815-2047866","",13.3,"","yes","","CRC","Familial adenomatous polyposis","E","","TSG","N, S","","","","COSG369756","NTHL1","4913,ENSG00000065057.7,NTH1,NTHL1,OCTS3,P78549"
"471","NTRK1","ENSG00000198400.11","ENSG00000198400",4914,"neurotrophic tyrosine kinase, receptor, type 1",1,"1:156860894-156881642","Yes",23.1,"yes","","papillary thyroid, Spitzoid tumour","","","E","Dom","oncogene, TSG, fusion","T, A","TPM3, TPR, TFG, TP53, LMNA","","","COSG278629","NTRK1","4914,ENSG00000198400.11,MTC,NTRK1,P04629,TRK,TRKA"
"472","NTRK3","ENSG00000140538.16","ENSG00000140538",4916,"neurotrophic tyrosine kinase, receptor, type 3",1,"15:87876757-88256731","",25.3,"yes","","congenital fibrosarcoma, secretory breast","","","E, M","Dom","oncogene, fusion","T","ETV6","","","COSG267045","NTRK3","4916,ENSG00000140538.16,NTRK3,Q16288,TRKC"
"473","NUMA1","ENSG00000137497.17","ENSG00000137497",4926,"nuclear mitotic apparatus protein 1",1,"11:72002864-72080687","",13.4,"yes","","APL","","","L","Dom","fusion","T","RARA","","","COSG392193","NUMA1","4926,ENSG00000137497.17,NUMA1,Q14980"
"474","NUP214","ENSG00000126883.16","ENSG00000126883",8021,"nucleoporin 214kDa (CAN)",1,"9:131125561-131234670","",34.13,"yes","","AML, T-ALL","","","L","Dom","fusion","T","DEK, SET, ABL1","","","COSG314497","NUP214","8021,CAIN,CAN,D9S46E,ENSG00000126883.16,N214,NUP214,P35658"
"475","NUP98","ENSG00000110713.15","ENSG00000110713",4928,"nucleoporin 98kDa",1,"11:3675010-3797792","",15.4,"yes","","AML","","","L","Dom","oncogene, fusion","T","HOXA9, NSD1, WHSC1L1, DDX10, TOP1, HOXD13, PRRX1, HOXA13, HOXD11, HOXA11, RAP1GDS1, HOXC11","","","COSG388022","NUP98","4928,ENSG00000110713.15,NUP96,NUP98,P52948"
"476","NUTM1","ENSG00000184507.15","ENSG00000184507",256646,"NUT midline carcinoma, family member 1",1,"15:34343315-34357728","",14,"yes","","lethal midline carcinoma","","","E","Dom","oncogene, fusion","T","BRD3, BRD4","","","COSG304598","NUTM1","256646,C15orf55,DKFZp434O192,ENSG00000184507.15,FAM22H,NUT,NUTM1,Q86Y26"
"477","NUTM2B","ENSG00000188199.10","ENSG00000188199",729262,"NUT family member 2B",1,"10:79703227-79712757","",22.3,"yes","","endometrial stromal sarcoma","","","M","Dom","fusion","T","YWHAE","","","COSG204110","NUTM2B","729262,A6NNL0,ENSG00000188199.10,FAM22B,NUTM2B,bA119F19.1"
"478","NUTM2D","ENSG00000214562.14","ENSG00000214562",728130,"NUT family member 2A",1,"10:87357668-87367195","",23.2,"yes","","endometrial stromal sarcoma","","","M","Dom","fusion","T","YWHAE","","","COSG265440","NUTM2D","728130,ENSG00000214562.14,FAM22D,NUTM2D,Q5VT03"
"479","OLIG2","ENSG00000205927.4","ENSG00000205927",10215,"oligodendrocyte lineage transcription factor 2 (BHLHB1)",1,"21:33025935-33029196","",22.11,"yes","","T-ALL","","","L","Dom","oncogene, fusion","T","TRA","","","COSG233917","OLIG2","10215,BHLHB1,ENSG00000205927.4,OLIG2,OLIGO2,PRKCBP2,Q13516,RACK17,bHLHe19"
"480","OMD","ENSG00000127083.7","ENSG00000127083",4958,"osteomodulin",2,"9:92414245-92424461","",22.31,"yes","","aneurysmal bone cyst","","","M","Dom","fusion","T","USP6","","","COSG217626","OMD","4958,ENSG00000127083.7,OMD,Q99983,SLRR2C,osteoadherin"
"481","P2RY8","ENSG00000182162.10","ENSG00000182162",286530,"purinergic receptor P2Y, G-protein coupled, 8",1,"X:1462572-1537107","",22.33,"yes","","B-ALL, Down syndrome associated ALL","","","L","Dom","oncogene, fusion","T","CRLF2","","","COSG309548","P2RY8","286530,ENSG00000182162.10,P2RY8,P2Y8,Q86VZ1"
"482","PABPC1","ENSG00000070756.15","ENSG00000070756",26986,"poly(A) binding protein cytoplasmic 1 ",2,"8:100702916-100722712","",22.3,"yes","","HNSCC, biliary tract carcinoma","","","E","","oncogene, TSG","Mis, F","","","","COSG361424","PABPC1","26986,ENSG00000070756.15,P11940,PAB1,PABP1,PABPC1,PABPC2,PABPL1"
"483","PAFAH1B2","ENSG00000168092.13","ENSG00000168092",5049,"platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa",1,"11:117144267-117171048","Yes",23.3,"yes","","MLCLS","","","L","Dom","fusion","T","IGH","","","COSG264351","PAFAH1B2","5049,ENSG00000168092.13,P68402,PAFAH1B2"
"484","PALB2","ENSG00000083093.9","ENSG00000083093",79728,"partner and localizer of BRCA2",1,"16:23603170-23641310","",12.2,"","yes","","Wilms tumour, medulloblastoma, AML ,breast","Fanconi anaemia N, breast cancer susceptibility","L, O, E","Rec","TSG","F, N, Mis","","","","COSG340589","PALB2","79728,ENSG00000083093.9,FANCN,FLJ21816,PALB2,Q86YC2"
"485","PATZ1","ENSG00000100105.17","ENSG00000100105",23598,"zinc finger protein 278 (ZSG)",1,"22:31325804-31346232","",12.2,"yes","","Ewing sarcoma","","","M","Dom","TSG, fusion","T","EWSR1","","","COSG258079","PATZ1","23598,ENSG00000100105.17,MAZR,PATZ,PATZ1,Q9HBE1,RIAZ,ZBTB19,ZNF278,ZSG,dJ400N23"
"486","PAX3","ENSG00000135903.19","ENSG00000135903",5077,"paired box gene 3",1,"2:222199888-222298981","Yes",36.1,"yes","","alveolar rhabdomyosarcoma","","","M","Dom","oncogene, fusion","T","FOXO1, NCOA1, NCOA2","yes  ","Waardenburg syndrome; craniofacial-deafness-hand syndrome","COSG326229","PAX3","5077,ENSG00000135903.19,HUP2,P23760,PAX3,WS1"
"487","PAX5","ENSG00000196092.12","ENSG00000196092",5079,"paired box gene 5 (B-cell lineage specific activator protein)",1,"9:36833275-37034185","Yes",13.2,"yes","","NHL, ALL, B-ALL","","","L","Dom","oncogene, TSG, fusion","T, Mis, D, F, S","IGH, ETV6, PML, FOXP1, ZNF521, ELN","","","COSG235220","PAX5","5079,BSAP,ENSG00000196092.12,PAX5,Q02548"
"488","PAX7","ENSG00000009709.11","ENSG00000009709",5081,"paired box gene 7",1,"1:18631006-18736138","Yes",36.13,"yes","","alveolar rhabdomyosarcoma","","","M","Dom","fusion","T","FOXO1","","","COSG377864","PAX7","5081,ENSG00000009709.11,Hup1,P23759,PAX7"
"489","PAX8","ENSG00000125618.16","ENSG00000125618",7849,"paired box gene 8",1,"2:113215997-113278921","Yes",14.1,"yes","","follicular thyroid","","","E","Dom","fusion","T","PPARG","yes  ","Thyroid dysgenesis","COSG351674","PAX8","7849,ENSG00000125618.16,PAX8,Q06710"
"490","PBRM1","ENSG00000163939.18","ENSG00000163939",55193,"polybromo 1",1,"3:52547841-52685836","Yes",21.1,"yes","","clear cell renal carcinoma, breast","","","E","Rec","TSG","Mis, N, F, S, D, O","","","","COSG378055","PBRM1","55193,BAF180,ENSG00000163939.18,PB1,PBRM1,Q86U86"
"491","PBX1","ENSG00000185630.18","ENSG00000185630",5087,"pre-B-cell leukemia transcription factor 1",1,"1:164559635-164851831","Yes",23.3,"yes","","pre B-ALL, myoepithelioma","","","L, M","Dom","oncogene, fusion","T","TCF3, EWSR1","","","COSG363373","PBX1","5087,ENSG00000185630.18,P40424,PBX1"
"492","PCBP1","ENSG00000169564.6","ENSG00000169564",5093,"poly(rC) binding protein 1",2,"2:70087454-70089203","",13.3,"yes","","CRC","","","E","","","Mis","","","","COSG232546","PCBP1","5093,ENSG00000169564.6,HNRPE1,HNRPX,PCBP1,Q15365,hnRNP-E1,hnRNP-X"
"493","PCM1","ENSG00000078674.17","ENSG00000078674",5108,"pericentriolar material 1  (PTC4)",1,"8:17922840-18027968","",22,"yes","","papillary thyroid, CML, MPN","","","E, L","Dom","fusion","T","RET, JAK2","","","COSG313374","PCM1","5108,ENSG00000078674.17,PCM1,PTC4,Q15154"
"494","PDCD1LG2","ENSG00000197646.7","ENSG00000197646",80380,"programmed cell death 1 ligand 2",1,"9:5510570-5571254","Yes",24.1,"yes","","PMBL, Hodgkin lymphoma","","","L","Dom","oncogene, fusion","T","CIITA","","","COSG226415","PDCD1LG2","80380,B7-DC,Btdc,CD273,ENSG00000197646.7,PD-L2,PDCD1LG2,PDL2,Q9BQ51,bA574F11.2"
"495","PDE4DIP","ENSG00000178104.19","ENSG00000178104",9659,"phosphodiesterase 4D interacting protein (myomegalin)",1,"1:148889463-149033016","",21.2,"yes","","MPN","","","L","Dom","fusion","T","PDGFRB","","","COSG278244","PDE4DIP","9659,CMYA2,ENSG00000178104.19,KIAA0454,KIAA0477,MMGL,PDE4DIP,Q5VU43"
"496","PDGFB","ENSG00000100311.16","ENSG00000100311",5155,"platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)",1,"22:39223359-39244751","",13.1,"yes","","DFSP","","","M","Dom","oncogene, fusion","T","COL1A1","","","COSG362646","PDGFB","5155,ENSG00000100311.16,P01127,PDGFB,SIS,SSV"
"497","PDGFRA","ENSG00000134853.11","ENSG00000134853",5156,"platelet-derived growth factor, alpha-receptor",1,"4:54229097-54298247","Yes",12,"yes","yes","GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma","GIST","familial gastrointestinal stromal tumour","L, M, O","Dom","oncogene, fusion","Mis, O, T","FIP1L1","","","COSG241619","PDGFRA","5156,CD140a,ENSG00000134853.11,GAS9,P16234,PDGFR2,PDGFRA"
"498","PDGFRB","ENSG00000113721.13","ENSG00000113721",5159,"platelet-derived growth factor receptor, beta polypeptide",1,"5:150113837-150155860","",32,"yes","","MPN, AML, CMML, CML","","","L","Dom","oncogene, fusion","T","ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP","","","COSG243508","PDGFRB","5159,CD140b,ENSG00000113721.13,JTK12,P09619,PDGFR,PDGFR1,PDGFRB"
"499","PER1","ENSG00000179094.15","ENSG00000179094",5187,"period homolog 1 (Drosophila)",1,"17:8140472-8152435","Yes",13.1,"yes","","AML, CMML","","","L","Dom","TSG, fusion","T","ETV6","","","COSG293603","PER1","5187,ENSG00000179094.15,O15534,PER,PER1,RIGUI"
"500","PHF6","ENSG00000156531.16","ENSG00000156531",84295,"PHD finger protein 6",1,"X:134373312-134428789","",26.2,"yes","","ETP ALL","","","L","Rec","TSG","F, N, S, Mis","","yes  ","Boerjeson-Forssman-Lehmann syndrome","COSG308795","PHF6","84295,BFLS,BORJ,CENP-31,ENSG00000156531.16,KIAA1823,MGC14797,PHF6,Q8IWS0"
"501","PHOX2B","ENSG00000109132.6","ENSG00000109132",8929,"paired-like homeobox 2b",1,"4:41744082-41748970","Yes",13,"yes","yes","neuroblastoma","neuroblastoma","familial neuroblastoma","O","Rec","TSG","Mis, F","","yes  ","Congenital central hypoventilation syndrome","COSG249781","PHOX2B","8929,ENSG00000109132.6,NBPhox,PHOX2B,PMX2B,Phox2b,Q99453"
"502","PICALM","ENSG00000073921.17","ENSG00000073921",8301,"phosphatidylinositol binding clathrin assembly protein (CALM)",1,"11:85958814-86068929","Yes",14.2,"yes","","T-ALL, AML","","","L","Dom","fusion","T","MLLT10, KMT2A","","","COSG335284","PICALM","8301,CALM,CLTH,ENSG00000073921.17,PICALM,Q13492"
"503","PIK3CA","ENSG00000121879.4","ENSG00000121879",5290,"phosphoinositide-3-kinase, catalytic, alpha polypeptide",1,"3:179148523-179240093","Yes",26.32,"yes","","colorectal, gastric, glioblastoma, breast","","","E, O","Dom","oncogene","Mis","","","","COSG276592","PIK3CA","5290,ENSG00000121879.4,P42336,PI3K,PIK3CA"
"504","PIK3CB","ENSG00000051382.8","ENSG00000051382",5291,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",1,"3:138652699-138759359","Yes",22.3,"yes","","SCC, NSCLC","","","E","","oncogene","Mis","","","","COSG221059","PIK3CB","5291,ENSG00000051382.8,P42338,PIK3C1,PIK3CB"
"505","PIK3R1","ENSG00000145675.14","ENSG00000145675",5295,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",1,"5:68215720-68301821","Yes",13.1,"yes","","glioblastoma, ovarian, colorectal","","","E, O","Rec","TSG","Mis, F, O","","","","COSG238037","PIK3R1","5295,ENSG00000145675.14,GRB1,P27986,PIK3R1,p85,p85-ALPHA"
"506","PIM1","ENSG00000137193.13","ENSG00000137193",5292,"pim-1 oncogene",1,"6:37170203-37175426","Yes",21.2,"yes","","NHL","","","L","Dom","oncogene, fusion","T, Mis","BCL6","","","COSG314032","PIM1","5292,ENSG00000137193.13,P11309,PIM,PIM1"
"507","PLAG1","ENSG00000181690.7","ENSG00000181690",5324,"pleiomorphic adenoma gene 1",1,"8:56160904-56211279","",12.1,"yes","","salivary adenoma, lipoblastoma","","","E","Dom","oncogene, fusion","T","TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2","","","COSG356979","PLAG1","5324,ENSG00000181690.7,PLAG1,Q6DJT9,ZNF912"
"508","PLCG1","ENSG00000124181.14","ENSG00000124181",5335,"phospholipase C, gamma 1",1,"20:41136960-41175721","Yes",12,"yes","","angiosarcoma","","","E","Dom","oncogene, fusion","Mis","","","","COSG314857","PLCG1","5335,ENSG00000124181.14,NCKAP3,P19174,PLC-II,PLC1,PLC148,PLCG1,PLCgamma1"
"509","PML","ENSG00000140464.19","ENSG00000140464",5371,"promyelocytic leukemia",1,"15:73994717-74046771","",24.1,"yes","","APL, ALL","","","L","Dom","TSG, fusion","T","RARA, PAX5","","","COSG294934","PML","5371,ENSG00000140464.19,MYL,P29590,PML,RNF71,TRIM19"
"510","PMS1","ENSG00000064933.17","ENSG00000064933",5378,"PMS1 postmeiotic segregation increased 1 (S. cerevisiae)",2,"2:189784381-189877629","",32.2,"","yes","","colorectal, endometrial, ovarian","hereditary non-polyposis colorectal cancer","E","Rec","","Mis, N","","","","COSG364730","PMS1","5378,ENSG00000064933.17,MLH2,P54277,PMS1,PMSL1"
"511","PMS2","ENSG00000122512.15","ENSG00000122512",5395,"PMS2 postmeiotic segregation increased 2 (S. cerevisiae)",1,"7:5973239-6009125","Yes",22.1,"","yes","","colorectal, endometrial, ovarian, medulloblastoma, glioma","hereditary non-polyposis colorectal cancer, Turcot syndrome","E","Rec","TSG","Mis, N, F","","","","COSG282516","PMS2","5395,ENSG00000122512.15,HNPCC4,H_DJ0042M02.9,MLH4,P54278,PMS2,PMSL2"
"512","POLD1","ENSG00000062822.13","ENSG00000062822",5424,"DNA polymerase delta 1, catalytic subunit",1,"19:50384340-50418010","",13.33,"yes","yes","CRC","CRC","Lynch syndrome","E","","TSG","Mis","","","","COSG326472","POLD1","5424,CDC2,ENSG00000062822.13,POLD,POLD1"
"513","POLE","ENSG00000177084.16","ENSG00000177084",5426,"polymerase (DNA directed), epsilon, catalytic subunit",1,"12:132623762-132687359","",24.33,"yes","yes","colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer","colorectal cancer susceptibility","","E","Rec","TSG","Mis","","yes  ","FILS syndrome","COSG371821","POLE","5426,ENSG00000177084.16,POLE,POLE1,Q07864"
"514","POLG","ENSG00000140521.12","ENSG00000140521",5428,"DNA polymerase gamma, catalytic subunit",2,"15:89316305-89334847","",26.1,"yes","","CRC","","","E","","TSG","N, O","","yes  ","mitochondrial DNA depletion syndrome","COSG244003","POLG","5428,ENSG00000140521.12,P54098,POLG,POLG1,POLGA"
"515","POLQ","ENSG00000051341.13","ENSG00000051341",10721,"DNA polymerase theta ",1,"3:121431431-121546006","",13.33,"yes","yes","oral SCC","breast cancer","","E","","oncogene, TSG","Mis","","","","COSG272591","POLQ","10721,ENSG00000051341.13,O75417,POLH,POLQ"
"516","POLR2A","ENSG00000181222.15","ENSG00000181222",5430,"RNA Polymerase II Subunit A",2,"17:7484620-7499758","",13.1,"yes","","meningioma","","","O","","","Mis, O","","","Neurodevelopmental syndrome with hypotonia","COSG341740","POLR2A","5430,ENSG00000181222.15,P24928,POLR2,POLR2A,POLRA,RPB1"
"517","POT1","ENSG00000128513.14","ENSG00000128513",25913,"protection of telomeres 1",1,"7:124822386-124929981","Yes",31.33,"yes","","CLL","","","L","Dom","TSG","Mis, N","","","","COSG392458","POT1","25913,DKFZp586D211,ENSG00000128513.14,POT1,Q9NUX5,hPot1"
"518","POU2AF1","ENSG00000110777.11","ENSG00000110777",5450,"POU domain, class 2, associating factor 1 (OBF1)",1,"11:111352252-111379692","Yes",23.1,"yes","","NHL","","","L","Dom","oncogene, fusion","T","BCL6","","","COSG303230","POU2AF1","5450,BOB1,ENSG00000110777.11,OBF1,POU2AF1,Q16633"
"519","POU5F1","ENSG00000204531.17","ENSG00000204531",5460,"POU domain, class 5, transcription factor 1",1,"6:31164337-31170693","Yes",21.33,"yes","","sarcoma","","","M","Dom","oncogene, fusion","T","EWSR1","","","COSG240977","POU5F1","5460,ENSG00000204531.17,MGC22487,OCT3,OTF3,Oct4,POU5F1,Q01860"
"520","PPARG","ENSG00000132170.20","ENSG00000132170",5468,"peroxisome proliferative activated receptor, gamma",1,"3:12351472-12434356","Yes",25.2,"yes","","follicular thyroid","","","E","Dom","TSG, fusion","T","PAX8","yes  ","Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension","COSG394618","PPARG","5468,ENSG00000132170.20,NR1C3,P37231,PPARG,PPARG1,PPARG2,PPARgamma"
"521","PPFIBP1","ENSG00000110841.13","ENSG00000110841",8496,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",1,"12:27524206-27695564","",11.23,"yes","","Spitzoid tumour, inflammatory myofibroblastic tumour","","","E, M","Dom","fusion","T","ROS1, ALK","","","COSG254875","PPFIBP1","8496,ENSG00000110841.13,L2,PPFIBP1,Q86W92,SGT2,hSGT2,hSgt2p"
"522","PPM1D","ENSG00000170836.11","ENSG00000170836",8493,"protein phosphatase, Mg2+/Mn2+ dependent 1D",1,"17:60600183-60666280","Yes",23.2,"yes","","glioma, ovarian cancer, breast cancer","","","E","Dom","oncogene","A, Mis, N, F","","","","COSG320662","PPM1D","8493,ENSG00000170836.11,O15297,PP2C-DELTA,PPM1D,Wip1"
"523","PPP2R1A","ENSG00000105568.17","ENSG00000105568",5518,"protein phosphatase 2, scaffolding subunit A, alpha",1,"19:52190039-52229533","",13.41,"yes","","clear cell ovarian carcinoma","","","E","Dom","TSG","Mis","","","","COSG297138","PPP2R1A","5518,ENSG00000105568.17,P30153,PP2A-Aalpha,PP2AA,PPP2R1A,PR65A"
"524","PPP6C","ENSG00000119414.11","ENSG00000119414",5537,"protein phosphatase 6, catalytic subunit",1,"9:125146574-125189939","Yes",33.3,"yes","","melanoma","","","E","Dom","TSG","Mis, N","","","","COSG318977","PPP6C","5537,ENSG00000119414.11,O00743,PP6,PPP6C"
"525","PRCC","ENSG00000143294.14","ENSG00000143294",5546,"papillary renal cell carcinoma (translocation-associated)",1,"1:156767500-156800817","",23.1,"yes","","papillary renal","","","E","Dom","fusion","T","TFE3","","","COSG394719","PRCC","5546,ENSG00000143294.14,PRCC,Q92733,RCCP1"
"526","PRDM1","ENSG00000057657.15","ENSG00000057657",639,"PR domain containing 1, with ZNF domain",1,"6:106086320-106109938","",21,"yes","","DLBCL","","","L","Rec","TSG","D, N, Mis, F, S","","","","COSG253091","PRDM1","639,BLIMP1,ENSG00000057657.15,O75626,PRDI-BF1,PRDM1"
"527","PRDM16","ENSG00000142611.16","ENSG00000142611",63976,"PR domain containing 16",1,"1:3069211-3438621","Yes",36.32,"yes","","MDS, AML","","","L","Dom","oncogene, fusion","T","MECOM","","","COSG351475","PRDM16","63976,ENSG00000142611.16,KIAA1675,KMT8F,MEL1,MGC166915,PFM13,PRDM16,Q9HAZ2"
"528","PRDM2","ENSG00000116731.22","ENSG00000116731",7799,"PR/SET domain 2",2,"1:13704855-13825079","",36.21,"yes","","glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC","","","E, O","","TSG","O, F","","","","COSG264111","PRDM2","7799,ENSG00000116731.22,HUMHOXY1,KMT8,KMT8A,MTB-ZF,PRDM2,Q13029,RIZ,RIZ1,RIZ2"
"529","PREX2","ENSG00000046889.18","ENSG00000046889",80243,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 ",1,"8:67952118-68237030","Yes",13.2,"yes","","melanoma, pancreatic ductal adenocarcinoma","","","E","Dom","oncogene","Mis, N","","","","COSG250203","PREX2","80243,DEP.2,DEPDC2,ENSG00000046889.18,FLJ12987,P-REX2,PPP1R129,PREX2,Q70Z35"
"530","PRF1","ENSG00000180644.7","ENSG00000180644",5551,"perforin 1 (pore forming protein)",1,"10:70597349-70602775","",22.1,"","yes","","various leukaemia, lymphoma","","L","Rec","TSG","M","","yes  ","Type 2 familial haemophagocytic lymphohistiocytosis","COSG213591","PRF1","5551,ENSG00000180644.7,HPLH2,P1,P14222,PFP,PRF1"
"531","PRKACA","ENSG00000072062.13","ENSG00000072062",5566,"protein kinase cAMP-activated catalytic subunit alpha",1,"19:14091688-14117744","Yes",13.12,"yes","","fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma","","","E","Dom","oncogene","T, Mis, N","DNAJB1","","","COSG377166","PRKACA","5566,ENSG00000072062.13,P17612,PKACa,PRKACA"
"532","PRKAR1A","ENSG00000108946.14","ENSG00000108946",5573,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",1,"17:68512379-68533423","Yes",24.2,"yes","yes","papillary thyroid","myxoma, endocrine, papillary thyroid","Carney complex","E, M","Dom/Rec","oncogene, TSG, fusion","T, Mis, N, F, S","RET","","","COSG222921","PRKAR1A","5573,CNC1,ENSG00000108946.14,P10644,PRKAR1,PRKAR1A,TSE1"
"533","PRKCB","ENSG00000166501.13","ENSG00000166501",5579,"protein kinase C beta",2,"16:23835983-24220611","",12.2,"yes","","adult T-cell lymphoma-leukaemia","","","L","","","Mis","","","","COSG243829","PRKCB","5579,ENSG00000166501.13,PKCB,PKC(beta),PRKCB,PRKCB1,PRKCB2"
"534","PRKD1","ENSG00000184304.14","ENSG00000184304",5587,"Protein Kinase D1",2,"14:29576942-29927642","",12,"yes","","cribriform adenocarcinoma of the minor salivary glands, polymorphous adenocarcinoma of the minor salivary glands","","","E","","fusion","T, Mis","PRKAR2A, SNX9","","Autosomal dominant polycystic kidney disease","COSG333157","PRKD1","5587,ENSG00000184304.14,PKC-mu,PKCM,PKD,PRKCM,PRKD1"
